Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
SLC5A6	gene	SLC5A6	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Peripheral motor neuropathy, childhood-onset, biotin-responsive, MIM# 619903;Neurodegeneration, infantile-onset, biotin-responsive, MIM# 618973				31754459;27904971;35013551		False	3	100;0;0	1.4452	True		ENSG00000138074	ENSG00000138074	HGNC:11041													
SLC5A7	gene	SLC5A7	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Neuronopathy, distal hereditary motor, type VIIA, MIM# 158580;MONDO:0008024;Myasthenic syndrome, congenital, 20, presynaptic, MIM# 617143				23141292;15173594;29782645;29582019;27569547;29189923;30172469		False	3	100;0;0	1.4452	True		ENSG00000115665	ENSG00000115665	HGNC:14025													
SLC6A1	gene	SLC6A1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Myoclonic-atonic epilepsy, MIM#616421				29315614		False	3	100;0;0	1.4452	True		ENSG00000157103	ENSG00000157103	HGNC:11042													
SLC6A19	gene	SLC6A19	Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hartnup disorder, MIM# 234500;Hyperglycinuria, MIM# 138500;Iminoglycinuria, MIM# 242600						False	3	100;0;0	1.4452	True		ENSG00000174358	ENSG00000174358	HGNC:27960													
SLC6A3	gene	SLC6A3	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Parkinsonism-dystonia, infantile, 1, MIM# 613135				21112253		False	3	100;0;0	1.4452	True		ENSG00000142319	ENSG00000142319	HGNC:11049													
SLC6A5	gene	SLC6A5	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hyperekplexia 3, MIM# 614618				31604777;30847549;29859229;16751771		False	3	100;0;0	1.4452	True	Other	ENSG00000165970	ENSG00000165970	HGNC:11051													
SLC6A8	gene	SLC6A8	Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Cerebral creatine deficiency syndrome 1, MIM# 300352				27604308;16738945		False	3	100;0;0	1.4452	True		ENSG00000130821	ENSG00000130821	HGNC:11055													
SLC6A9	gene	SLC6A9	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Glycine encephalopathy with normal serum glycine, MIM# 617301;Scoliosis, isolated, susceptibility to, 6, MIM# 621428				27481395;27773429;14622582;33269555		False	3	100;0;0	1.4452	True		ENSG00000196517	ENSG00000196517	HGNC:11056													
SLC7A7	gene	SLC7A7	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Lysinuric protein intolerance, MIM# 222700				10080182;18716612		False	3	100;0;0	1.4452	True		ENSG00000155465	ENSG00000155465	HGNC:11065													
SLC7A9	gene	SLC7A9	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Cystinuria, MIM# 220100				10471498		False	3	100;0;0	1.4452	True		ENSG00000021488	ENSG00000021488	HGNC:11067													
SLC9A1	gene	SLC9A1	Expert list;Expert Review Green	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Lichtenstein-Knorr syndrome, MIM# 616291				25205112;30018422;25760855		False	3	50;50;0	1.4452	True		ENSG00000090020	ENSG00000090020	HGNC:11071													
SLC9A3	gene	SLC9A3	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Diarrhoea 8, secretory sodium, congenital 616868				30633106;31276831;26358773		False	3	100;0;0	1.4452	True		ENSG00000066230	ENSG00000066230	HGNC:11073													
SLC9A6	gene	SLC9A6	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Intellectual developmental disorder, X-linked syndromic, Christianson type MIM#300243;Neurodegenerative disorder, X-linked, female-restricted, with parkinsonism and cognitive impairement, MIM# 301142				18342287;19377476;25044251;33278113;32569089;31879735;35198730;39810750;35198730;31192222		False	3	100;0;0	1.4452	True		ENSG00000198689	ENSG00000198689	HGNC:11079													
SLCO1B1	gene	SLCO1B1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			Other	"Hyperbilirubinemia, Rotor type, digenic	237450"				30250148;24918167;33860121;36964102		False	3	50;0;50	1.4452	True		ENSG00000134538	ENSG00000134538	HGNC:10959													
SLCO1B3	gene	SLCO1B3	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			Other	Hyperbilirubinemia, Rotor type, digenic, MIM# 237450				33860121;36964102		False	3	100;0;0	1.4452	True		ENSG00000111700	ENSG00000111700	HGNC:10961													
SLCO2A1	gene	SLCO2A1	Expert Review Green;Literature;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hypertrophic osteoarthropathy, primary, autosomal dominant, MIM# 167100;Hypertrophic osteoarthropathy, primary, autosomal recessive 2, MIM# 614441;Inflammatory bowel disease, MONDO:0005265, SLCO2A1-related				23509104;27134495;33852188;22331663;27134495;29313109		False	3	100;0;0	1.4452	True		ENSG00000174640	ENSG00000174640	HGNC:10955													
SLF2	gene	SLF2	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Atelis syndrome 1, MIM# 620184				36333305		False	3	100;0;0	1.4452	True		ENSG00000119906	ENSG00000119906	HGNC:17814													
SLFN14	gene	SLFN14	Expert list;Expert Review Green	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Bleeding disorder, platelet-type, 20, MIM#	616913"				26280575;26769223		False	3	100;0;0	1.4452	True		ENSG00000236320	ENSG00000236320	HGNC:32689													
SLITRK2	gene	SLITRK2	Expert Review Green;Literature	Mendeliome			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Intellectual developmental disorder, X-linked 111, MIM# 301107				35840571		False	3	100;0;0	1.4452	True		ENSG00000185985	ENSG00000185985	HGNC:13449													
SLITRK6	gene	SLITRK6	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Deafness and myopia, MIM#221200				29551497;23543054		False	3	100;0;0	1.4452	True		ENSG00000184564	ENSG00000184564	HGNC:23503													
SLK	gene	SLK	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder, MONDO:0700092, SLK-related				40347834		False	3	100;0;0	1.4452	True		ENSG00000065613	ENSG00000065613	HGNC:11088													
SLURP1	gene	SLURP1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Meleda disease (MIM#248300)				14674887;32157724;12483299;14756676		False	3	100;0;0	1.4452	True		ENSG00000126233	ENSG00000126233	HGNC:18746													
SLX4	gene	SLX4	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Fanconi anaemia, complementation group P, MIM# 613951;MONDO:0013499				21240275;21240277		False	3	100;0;0	1.4452	True		ENSG00000188827	ENSG00000188827	HGNC:23845													
SMAD2	gene	SMAD2	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Loeys-Dietz syndrome 6, MIM# 619656;Congenital heart defects, multiple types, 8, with or without heterotaxy, MIM# 619657				29967133;30157302;23665959		False	3	100;0;0	1.4452	True		ENSG00000175387	ENSG00000175387	HGNC:6768													
SMAD4	gene	SMAD4	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Juvenile polyposis/hereditary haemorrhagic telangiectasia syndrome, MIM# 175050;Polyposis, juvenile intestinal, MIM# 174900;Myhre syndrome, MIM# 139210				30809044;15235019;16613914;20101697;22158539;22243968		False	3	100;0;0	1.4452	True		ENSG00000141646	ENSG00000141646	HGNC:6770													
SMAD5	gene	SMAD5	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Congenital heart disease, MONDO:0005453, SMAD5-related				PMID: 40619738		False	3	100;0;0	1.4452	True		ENSG00000113658	ENSG00000113658	HGNC:6771													
SMAD6	gene	SMAD6	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	{Radioulnar synostosis, nonsyndromic} 179300;{Craniosynostosis 7, susceptibility to} 617439;Aortic valve disease 2 MIM# 614823				31138930;32499606;27606499;22275001;28659821;30963242;30848080;30796334		False	3	100;0;0	1.4452	True		ENSG00000137834	ENSG00000137834	HGNC:6772													
SMAD9	gene	SMAD9	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pulmonary hypertension, primary, 2 MIM#615342				29844917;21920918;19211612;21898662		False	3	100;0;0	1.4452	True		ENSG00000120693	ENSG00000120693	HGNC:6774													
SMARCA1	gene	SMARCA1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Neurodevelopmental disorder, MONDO:0700092, SMARCA1-related				26740508;26539891;29249292;37841849;41213919		False	3	50;0;50	1.4452	True		ENSG00000102038	ENSG00000102038	HGNC:11097													
SMARCA2	gene	SMARCA2	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Nicolaides-Baraitser syndrome, MIM #601358;Blepharophimosis-intellectual disability syndrome,  MIM#619293				26468571;32694869		False	3	100;0;0	1.4452	True	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000080503	ENSG00000080503	HGNC:11098													
SMARCA4	gene	SMARCA4	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Coffin-Siris syndrome 4, MIM# 614609;Otosclerosis MONDO:0005349, SMARCA4-related				22426308;37399313		False	3	67;33;0	1.4452	True		ENSG00000127616	ENSG00000127616	HGNC:11100													
SMARCA5	gene	SMARCA5	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder MONDO:0700092, SMARCA5-related				33980485		False	3	100;0;0	1.4452	True		ENSG00000153147	ENSG00000153147	HGNC:11101													
SMARCAD1	gene	SMARCAD1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Huriez syndrome, OMIM #181600;Basan syndrome, MIM# 129200;Adermatoglyphia, MIM# 136000				29409814		False	3	100;0;0	1.4452	True		ENSG00000163104	ENSG00000163104	HGNC:18398													
SMARCAL1	gene	SMARCAL1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Schimke immune-osseous dysplasia MIM# 242900;T cell deficiency;Short stature;spondyloepiphyseal dysplasia;renal dysfunction;lymphocytopaenia;nephropathy;bacterial/viral/fungal infections;may present as SCID;bone marrow failure				20301550;17089404;20036229		False	3	100;0;0	1.4452	True		ENSG00000138375	ENSG00000138375	HGNC:11102													
SMARCB1	gene	SMARCB1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Coffin-Siris syndrome 3, MIM# 614608				34205270;31530938;25168959		False	3	50;50;0	1.4452	True		ENSG00000099956	ENSG00000099956	HGNC:11103													
SMARCC1	gene	SMARCC1	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Congenital hydrocephalus				33077954;24170322		False	3	100;0;0	1.4452	True		ENSG00000173473	ENSG00000173473	HGNC:11104													
SMARCC2	gene	SMARCC2	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Coffin-Siris syndrome 8;OMIM #618362				30580808		False	3	100;0;0	1.4452	True		ENSG00000139613	ENSG00000139613	HGNC:11105													
SMARCD1	gene	SMARCD1	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder MONDO:0700092, SMARCD1-related				30879640		False	3	100;0;0	1.4452	True		ENSG00000066117	ENSG00000066117	HGNC:11106													
SMARCD2	gene	SMARCD2	Expert list;Expert Review Green	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	"Specific granule deficiency 2, MIM#	617475;Neutropaenia;Neurodevelopmental abnormalities in some;Myelodysplasia"				28369036;28369034		False	3	100;0;0	1.4452	True		ENSG00000108604	ENSG00000108604	HGNC:11107													
SMARCE1	gene	SMARCE1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Coffin-Siris syndrome 5, MIM# 616938;{Meningioma, familial, susceptibility to}	607174"				23377182;22426308;23906836;23929686;32732226;32436246;32410215;34205270		False	3	100;0;0	1.4452	True		ENSG00000073584	ENSG00000073584	HGNC:11109													
SMC1A	gene	SMC1A	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Cornelia de Lange syndrome 2, MIM# 300590;Epileptic encephalopathy, early infantile, 85, with or without midline brain defects, MIM# 301044				17273969;22106055;19701948;26752331;28166369;29023665;31409060;31334757		False	3	100;0;0	1.4452	True		ENSG00000072501	ENSG00000072501	HGNC:11111													
SMC3	gene	SMC3	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cornelia de Lange syndrome 3, MIM#610759				18996922;25655089;31334757;38297832		False	3	100;0;0	1.4452	True		ENSG00000108055	ENSG00000108055	HGNC:2468													
SMC5	gene	SMC5	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Atelis syndrome 2, MIM# 620185				36333305		False	3	100;0;0	1.4452	True		ENSG00000198887	ENSG00000198887	HGNC:20465													
SMCHD1	gene	SMCHD1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Bosma arhinia microphthalmia syndrome, MIM 603457;Arhinia, choanal atresia, microphthalmia MONDO:0011323;Fascioscapulohumeral muscular dystrophy 2, digenic				31600781;28067909		False	3	100;0;0	1.4452	True	Other	ENSG00000101596	ENSG00000101596	HGNC:29090													
SMG8	gene	SMG8	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Alzahrani-Kuwahara syndrome, MIM# 619268;Intellectual disability				31130284;34761517;33242396		False	3	75;25;0	1.4452	True		ENSG00000167447	ENSG00000167447	HGNC:25551													
SMG9	gene	SMG9	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Heart and brain malformation syndrome, MIM# 616920;Neurodevelopmental disorder with intention tremor, pyramidal signs, dyspraxia, and ocular anomalies, MIM# 619995				27018474;31390136;35087184		False	3	100;0;0	1.4452	True		ENSG00000105771	ENSG00000105771	HGNC:25763													
SMN1	gene	SMN1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Spinal muscular atrophy-1, MIM# 253300				32644125;32644120;7813012		False	3	100;0;0	1.4452	True		ENSG00000172062	ENSG00000172062	HGNC:11117													
SMO	gene	SMO	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	"Microcephaly, congenital heart disease, polydactyly, aganglionosis, Pallister-Hall-like syndrome, MIM#	241800;Curry-Jones syndrome, somatic mosaic 601707"				32413283;27236920		False	3	100;0;0	1.4452	True		ENSG00000128602	ENSG00000128602	HGNC:11119													
SMOC1	gene	SMOC1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Microphthalmia with limb anomalies, MIM# 206920				21194678;21194680;30445150		False	3	100;0;0	1.4452	True		ENSG00000198732	ENSG00000198732	HGNC:20318													
SMOC2	gene	SMOC2	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Dentin dysplasia, type I, with microdontia and misshapen teeth, MIM# 125400				22152679;23317772;32908163		False	3	100;0;0	1.4452	True		ENSG00000112562	ENSG00000112562	HGNC:20323													
SMPD1	gene	SMPD1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Niemann-Pick disease, type A, MIM# 257200;MONDO:0009756;Niemann-Pick disease, type B, MIM# 607616;MONDO:0011871				32292456;32280632;28164782		False	3	100;0;0	1.4452	True		ENSG00000166311	ENSG00000166311	HGNC:11120													
SMPD4	gene	SMPD4	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with microcephaly, arthrogryposis, and structural brain anomalies (MIM#618622)				31495489		False	3	100;0;0	1.4452	True		ENSG00000136699	ENSG00000136699	HGNC:32949													
SMPX	gene	SMPX	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Deafness, X-linked 4, MIM# 300066;Myopathy, distal, 7, adult-onset, X-linked, MIM# 301075				21549342;21549336;21893181;22911656;28542515;33974137		False	3	100;0;0	1.4452	True		ENSG00000091482	ENSG00000091482	HGNC:11122													
SMS	gene	SMS	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Intellectual developmental disorder, X-linked syndromic, Snyder-Robinson type, MIM# 309583;Syndromic X-linked intellectual disability Snyder type, MONDO:0010664				30237987;34177437;32838743;23805436		False	3	100;0;0	1.4452	True		ENSG00000102172	ENSG00000102172	HGNC:11123													
SNAP25	gene	SNAP25	Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder, MONDO:0700092, SNAP25-related;Myasthenic syndrome, congenital, 18, MIM# 616330				25003006;29100083;28135719;17283335;29491473;25381298		False	3	100;0;0	1.4452	True		ENSG00000132639	ENSG00000132639	HGNC:11132													
SNAP29	gene	SNAP29	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome, MIM#609528				29051910;21073448;30793783		False	3	100;0;0	1.4452	True		ENSG00000099940	ENSG00000099940	HGNC:11133													
SNAPC4	gene	SNAPC4	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	"Neurodevelopmental disorder with motor regression, progressive spastic paraplegia, and oromotor dysfunction, MIM#	620515"				36965478		False	3	100;0;0	1.4452	True		ENSG00000165684	ENSG00000165684	HGNC:11137													
SNAPIN	gene	SNAPIN	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with structural brain abnormalities and craniofacial abnormalities, MIM# 621393				40930097;26539891		False	3	100;0;0	1.4452	True		ENSG00000143553	ENSG00000143553	HGNC:17145													
SNF8	gene	SNF8	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Developmental and epileptic encephalopathy 115, MIM#620783;Neurodevelopmental disorder plus optic atrophy, MIM# 620784				38423010		False	3	100;0;0	1.4452	True		ENSG00000159210	ENSG00000159210	HGNC:17028													
SNORA31	gene	SNORA31	Expert list;Expert Review Green	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	{Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 1}, MIM# 619396				31806906		False	3	100;0;0	1.4452	True		ENSG00000199477	ENSG00000199477	HGNC:32621													
SNORD118	gene	SNORD118	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Leukoencephalopathy, brain calcifications, and cysts, MIM#614561				27571260		False	3	100;0;0	1.4452	True		ENSG00000200463	ENSG00000200463	HGNC:32952													
SNRNP200	gene	SNRNP200	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Retinitis pigmentosa 33 (MIM# 610359)				31260034;29320387;23847139;27735924		False	3	100;0;0	1.4452	True		ENSG00000144028	ENSG00000144028	HGNC:30859													
SNRPB	gene	SNRPB	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cerebrocostomandibular syndrome, MIM# 117650				25047197;25504470;26971886		False	3	100;0;0	1.4452	True		ENSG00000125835	ENSG00000125835	HGNC:11153													
SNRPE	gene	SNRPE	Expert Review Amber;Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, maternally imprinted (paternal allele expressed)	Hypotrichosis 11;OMIM #615059				31671093;23246290		False	3	50;50;0	1.4452	True		ENSG00000182004	ENSG00000182004	HGNC:11161													
SNUPN	gene	SNUPN	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy, limb-girdle, autosomal recessive 29, MIM# 620793				PMID: 38413582;PMID: 38366623		False	3	100;0;0	1.4452	True		ENSG00000169371	ENSG00000169371	HGNC:14245													
SNW1	gene	SNW1	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder (MONDO:0700092), SNW1-related				40608414		False	3	100;0;0	1.4452	True		ENSG00000100603	ENSG00000100603	HGNC:16696													
SNX10	gene	SNX10	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Osteopetrosis, autosomal recessive 8, MIM# 615085				22499339;23123320;33678645;32278070;30977576;30898715		False	3	100;0;0	1.4452	True		ENSG00000086300	ENSG00000086300	HGNC:14974													
SNX14	gene	SNX14	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia, autosomal recessive 20 (MIM#616354)				25439728;25848753;27913285		False	3	100;0;0	1.4452	True		ENSG00000135317	ENSG00000135317	HGNC:14977													
SNX27	gene	SNX27	Expert Review;Expert Review Green	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder MONDO:0700092, SNX27-related				25894286;31721175;21300787;23524343		False	3	100;0;0	1.4452	True		ENSG00000143376	ENSG00000143376	HGNC:20073													
SOCS1	gene	SOCS1	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Autoinflammatory syndrome, familial, with or without immunodeficiency, MIM# 619375;Common variable immunodeficiency;Early-onset autoimmunity				32499645;10490099;10490100;33087723		False	3	100;0;0	1.4452	True		ENSG00000185338	ENSG00000185338	HGNC:19383													
SOHLH1	gene	SOHLH1	Expert list;Expert Review Green	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Ovarian dysgenesis 5 MIM#617690;Spermatogenic failure 32 MIM#618115				25774885;16690745;31042289;20506135;28718531		False	3	100;0;0	1.4452	True		ENSG00000165643	ENSG00000165643	HGNC:27845													
SON	gene	SON	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	ZTTK syndrome, MIM# 617140				27545680;27545676;31005274		False	3	100;0;0	1.4452	True		ENSG00000159140	ENSG00000159140	HGNC:11183													
SORD	gene	SORD	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	isolated hereditary neuropathy;Sorbitol dehydrogenase deficiency with peripheral neuropathy (SORDDPN), MIM#618912				32367058		False	3	100;0;0	1.4452	True		ENSG00000140263	ENSG00000140263	HGNC:11184													
SOS1	gene	SOS1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	?Fibromatosis, gingival, 1, 135300;Noonan syndrome 4, 610733				25062969;17143285;17143282;28884940;17586837		False	3	100;0;0	1.4452	True	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000115904	ENSG00000115904	HGNC:11187													
SOS2	gene	SOS2	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Noonan syndrome 9, MIM#616559, AD				26173643;25795793;32788663		False	3	100;0;0	1.4452	True	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000100485	ENSG00000100485	HGNC:11188													
SOST	gene	SOST	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Sclerosteosis 1, OMIM#269500;Craniodiaphyseal dysplasia, OMIM#122860				20301406;35160258;21221996;17853455		False	3	100;0;0	1.4452	True		ENSG00000167941	ENSG00000167941	HGNC:13771													
SOX10	gene	SOX10	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Kallman syndrome;PCWH syndrome (MIM#609136);Waardenburg syndrome, type 2E, with or without neurologic involvement (MIM#611584);Waardenburg syndrome, type 4C (MIM#613266)				23643381;24845202		False	3	100;0;0	1.4452	True		ENSG00000100146	ENSG00000100146	HGNC:11190													
SOX11	gene	SOX11	Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual developmental disorder with microcephaly and with or without ocular malformations or hypogonadotropic hypogonadism, MIM# 615866;Congenital abnormalities of the kidneys and urinary tract				29459093;24886874;33086258;33785884;35642566;35341651		False	3	100;0;0	1.4452	True		ENSG00000176887	ENSG00000176887	HGNC:11191													
SOX17	gene	SOX17	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Vesicoureteral reflux 3 MIM#613674;Pulmonary hypertension, primary, 7, MIM# 621248				29650961;31406341;20960469		False	3	100;0;0	1.4452	True		ENSG00000164736	ENSG00000164736	HGNC:18122													
SOX18	gene	SOX18	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hypotrichosis-lymphedema-telangiectasia syndrome, MIM# 607823;Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome, MIM# 137940				12740761;24697860;2484451;26148450;33851505		False	3	100;0;0	1.4452	True		ENSG00000203883	ENSG00000203883	HGNC:11194													
